GeneID,Chr,Start,End,annotation,pan_anno,y_anno,Strand
2410004P03Rik_8474,chr12,17024646,17025045,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
2410004P03Rik_8475,chr12,17032844,17033243,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Kcnf1_8476,chr12,17105197,17105596,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm10054_8477,chr12,17235437,17235836,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm10054_8478,chr12,17238852,17239251,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Pdia6_8479,chr12,17253079,17253478,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Pdia6_8480,chr12,17266342,17266741,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Atp6v1c2_8481,chr12,17298454,17298853,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Atp6v1c2_8482,chr12,17324649,17325048,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm46336_8483,chr12,17348168,17348567,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Mir3066_8484,chr12,17367001,17367400,"Intron(XM_017315015.2/Nol10,intron9of20)",OtherIntron,OtherIntron,.
Mir3066_8485,chr12,17388036,17388435,"Intron(XM_017315015.2/Nol10,intron13of20)",OtherIntron,OtherIntron,.
Gm36752_8486,chr12,17412096,17412495,"Intron(XM_017315015.2/Nol10,intron17of20)",OtherIntron,OtherIntron,.
Gm36752_8487,chr12,17427564,17427963,"Intron(XM_017315015.2/Nol10,intron20of20)",OtherIntron,OtherIntron,.
Gm36752_8488,chr12,17431795,17432194,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm36752_8489,chr12,17436501,17436900,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm46325_8490,chr12,17453908,17454307,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm46325_8491,chr12,17469901,17470300,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm46325_8492,chr12,17486413,17486812,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Odc1_8493,chr12,17505716,17506115,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Odc1_8494,chr12,17530812,17531211,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Odc1_8495,chr12,17544700,17545099,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm36862_8496,chr12,17554081,17554480,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Gm36862_8497,chr12,17562002,17562401,"Intron(XR_381310.2/Gm36862,intron2of4)",OtherIntron,OtherIntron,.
Gm36862_8498,chr12,17563271,17563670,"Exon(XR_381310.2/Gm36862,exon4of5)",OtherExon,OtherExon,.
Gm36862_8499,chr12,17568489,17568888,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm36862_8500,chr12,17573675,17574074,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Hpcal1_8501,chr12,17690401,17690800,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm9222_8502,chr12,17881556,17881955,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm46312_8503,chr12,18304868,18305267,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Zfp996_8504,chr12,18377484,18377883,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Zfp996_8505,chr12,18390701,18391100,"Intron(NM_001384194.1/Zfp996,intron1of3)",1stIntron,1stIntron,.
Gm19786_8506,chr12,18549460,18549859,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
LOC115488002_8507,chr12,18609833,18610232,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
LOC115488002_8508,chr12,18642079,18642478,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
LOC115488029_8509,chr12,19246798,19247197,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm5953_8510,chr12,19288245,19288644,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm16476_8511,chr12,20614767,20615166,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
1700030C10Rik_8512,chr12,20815554,20815953,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
3110053B16Rik_8513,chr12,20921069,20921468,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Asap2_8514,chr12,21111446,21111845,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Asap2_8515,chr12,21172117,21172516,"Intron(XM_006515047.2/Asap2,intron2of28)",OtherIntron,OtherIntron,.
Asap2_8516,chr12,21173894,21174293,"Intron(XM_006515047.2/Asap2,intron2of28)",OtherIntron,OtherIntron,.
Gm40855_8517,chr12,21208142,21208541,"Intron(XM_006515047.2/Asap2,intron7of28)",OtherIntron,OtherIntron,.
Cpsf3_8518,chr12,21286116,21286515,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Iah1_8519,chr12,21316189,21316588,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm22766_8520,chr12,21335833,21336232,"Intron(NM_001277266.1/Adam17,intron12of19)",OtherIntron,OtherIntron,.
Adam17_8521,chr12,21368922,21369321,"Intron(NM_001277266.1/Adam17,intron1of19)",1stIntron,1stIntron,.
Adam17_8522,chr12,21373442,21373841,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Ywhaq_8523,chr12,21417361,21417760,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm4419_8524,chr12,21426591,21426990,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm4419_8525,chr12,21463392,21463791,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm4419_8526,chr12,21472526,21472925,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm4419_8527,chr12,21480216,21480615,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
LOC115487949_8528,chr12,21487355,21487754,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
LOC115487949_8529,chr12,21489879,21490278,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm31676_8530,chr12,21543167,21543566,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm19196_8531,chr12,21560967,21561366,"Exon(XR_003950112.1/LOC115487949,exon5of5)",OtherExon,OtherExon,.
Mrto4-ps2_8532,chr12,21778778,21779177,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
6030426L16Rik_8533,chr12,21784414,21784813,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm20327_8534,chr12,22906295,22906694,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
2410018L13Rik_8535,chr12,23010125,23010524,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
9030624G23Rik_8536,chr12,24097099,24097498,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm21297_8537,chr12,24252279,24252678,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm16372_8538,chr12,24470997,24471396,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm16372_8539,chr12,24492615,24493014,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Taf1b_8540,chr12,24498489,24498888,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Grhl1_8541,chr12,24571956,24572355,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Grhl1_8542,chr12,24593272,24593671,"Intron(XM_006515016.4/Grhl1,intron8of15)",OtherIntron,OtherIntron,.
Grhl1_8543,chr12,24600791,24601190,"Intron(XM_006515016.4/Grhl1,intron8of15)",OtherIntron,OtherIntron,.
Gm6969_8544,chr12,24630268,24630667,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm6969_8545,chr12,24644098,24644497,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Klf11_8546,chr12,24651610,24652009,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Mboat2_8547,chr12,24899746,24900145,"Intron(XM_006515172.4/Mboat2,intron1of8)",1stIntron,1stIntron,.
Kidins220_8548,chr12,24918728,24919127,"Intron(XM_006515172.4/Mboat2,intron1of8)",1stIntron,1stIntron,.
Kidins220_8549,chr12,24974775,24975174,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm36236_8550,chr12,25016903,25017302,"Exon(XM_006515258.4/Kidins220,exon22of29)",OtherExon,OtherExon,.
Id2_8551,chr12,25095986,25096385,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Id2_8552,chr12,25098704,25099103,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Gm36287_8553,chr12,25143464,25143863,"Intron(XR_003950180.1/Gm36287,intron3of8)",OtherIntron,OtherIntron,.
Gm36287_8554,chr12,25155407,25155806,"Intron(XR_003950180.1/Gm36287,intron4of8)",OtherIntron,OtherIntron,.
Gm36496_8555,chr12,25165648,25166047,"Intron(XR_003950180.1/Gm36287,intron4of8)",OtherIntron,OtherIntron,.
Gm36496_8556,chr12,25172777,25173176,"Intron(XR_003950180.1/Gm36287,intron5of8)",OtherIntron,OtherIntron,.
Gm36441_8557,chr12,25208831,25209230,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm36441_8558,chr12,25211256,25211655,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm36441_8559,chr12,25223558,25223957,"Intron(XR_003950180.1/Gm36287,intron7of8)",OtherIntron,OtherIntron,.
Gm36441_8560,chr12,25240453,25240852,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm19340_8561,chr12,25248837,25249236,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm36723_8562,chr12,25389181,25389580,"Intron(XR_001780577.2/Gm36723,intron4of11)",OtherIntron,OtherIntron,.
Gm36723_8563,chr12,25413688,25414087,"Intron(XR_001780577.2/Gm36723,intron9of11)",OtherIntron,OtherIntron,.
Gm36886_8564,chr12,25428194,25428593,"Intron(XR_001780577.2/Gm36723,intron9of11)",OtherIntron,OtherIntron,.
Gm36886_8565,chr12,25436248,25436647,"Intron(XR_001780577.2/Gm36723,intron9of11)",OtherIntron,OtherIntron,.
Gm36886_8566,chr12,25492664,25493063,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm9321_8567,chr12,25864485,25864884,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm29835_8568,chr12,25905606,25906005,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm29835_8569,chr12,25922069,25922468,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm29835_8570,chr12,26068301,26068700,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm29687_8571,chr12,26184844,26185243,"Intron(NR_131149.1/Gm29687,intron2of4)",OtherIntron,OtherIntron,.
Gm29687_8572,chr12,26206790,26207189,"Intron(NR_131149.1/Gm29687,intron2of4)",OtherIntron,OtherIntron,.
4930480M12Rik_8573,chr12,26227559,26227958,"Intron(NR_046278.1/4930480M12Rik,intron2of2)",OtherIntron,OtherIntron,.
Gm29968_8574,chr12,26231815,26232214,"Intron(NR_046278.1/4930480M12Rik,intron2of2)",OtherIntron,OtherIntron,.
Gm29968_8575,chr12,26235656,26236055,"Exon(NR_136895.1/Gm29968,exon6of6)",OtherExon,OtherExon,.
Rnf144a_8576,chr12,26314887,26315286,"Intron(NM_001081977.2/Rnf144a,intron8of9)",OtherIntron,OtherIntron,.
Rnf144a_8577,chr12,26401685,26402084,"Intron(NM_001081977.2/Rnf144a,intron2of9)",OtherIntron,OtherIntron,.
Rnf144a_8578,chr12,26415053,26415452,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rnf144a_8579,chr12,26418333,26418732,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Rsad2_8580,chr12,26439285,26439684,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Rsad2_8581,chr12,26451164,26451563,"Intron(NM_021384.4/Rsad2,intron2of5)",OtherIntron,OtherIntron,.
Rsad2_8582,chr12,26456319,26456718,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rsad2_8583,chr12,26460007,26460406,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Cmpk2_8584,chr12,26469146,26469545,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rps7_8585,chr12,28635718,28636117,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rnaseh1_8586,chr12,28649430,28649829,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Adi1_8587,chr12,28675252,28675651,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Mir6937_8588,chr12,28700963,28701362,"Intron(XM_006515057.2/Trappc12,intron8of11)",OtherIntron,OtherIntron,.
Mir6937_8589,chr12,28703099,28703498,"Intron(XM_006515057.2/Trappc12,intron7of11)",OtherIntron,OtherIntron,.
Gm31269_8590,chr12,28711767,28712166,"Exon(XM_006515057.2/Trappc12,exon6of12)",OtherExon,OtherExon,.
Gm31269_8591,chr12,28713966,28714365,"Intron(XM_006515057.2/Trappc12,intron5of11)",OtherIntron,OtherIntron,.
Gm31269_8592,chr12,28727006,28727405,"Intron(XM_006515057.2/Trappc12,intron3of11)",OtherIntron,OtherIntron,.
Gm31269_8593,chr12,28732567,28732966,"Intron(XM_006515057.2/Trappc12,intron3of11)",OtherIntron,OtherIntron,.
Gm31269_8594,chr12,28741250,28741649,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Trappc12_8595,chr12,28750189,28750588,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Eipr1_8596,chr12,28751613,28752012,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm31508_8597,chr12,28986279,28986678,"Intron(NR_154989.1/Gm31508,intron1of2)",1stIntron,1stIntron,.
Gm31508_8598,chr12,28999756,29000155,"Intron(NR_154989.1/Gm31508,intron1of2)",1stIntron,1stIntron,.
Gm6989_8599,chr12,29290916,29291315,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm6989_8600,chr12,29349428,29349827,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
C630031E19Rik_8601,chr12,29712887,29713286,"Intron(XM_017314969.2/Myt1l,intron4of25)",OtherIntron,OtherIntron,.
Sntg2_8602,chr12,30373184,30373583,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Ryk-ps1_8603,chr12,30518822,30519221,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm32259_8604,chr12,30557675,30558074,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm32259_8605,chr12,30560354,30560753,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm32259_8606,chr12,30577982,30578381,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tmem18_8607,chr12,30584349,30584748,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Acp1_8608,chr12,30911453,30911852,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Dld_8609,chr12,31351149,31351548,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm9359_8610,chr12,31391812,31392211,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Cbll1_8611,chr12,31499607,31500006,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Slc26a4_8612,chr12,31567619,31568018,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Bcap29_8613,chr12,31634443,31634842,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cog5_8614,chr12,31654525,31654924,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cog5_8615,chr12,31719179,31719578,"Intron(XM_006515083.2/Cog5,intron6of21)",OtherIntron,OtherIntron,.
Gm25913_8616,chr12,31839768,31840167,"Exon(XM_006515083.2/Cog5,exon14of22)",OtherExon,OtherExon,.
Hbp1_8617,chr12,31950264,31950663,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Hbp1_8618,chr12,31973463,31973862,"Intron(XM_030246614.1/Prkar2b,intron5of10)",OtherIntron,OtherIntron,.
Prkar2b_8619,chr12,32006451,32006850,"Intron(XM_030246614.1/Prkar2b,intron2of10)",OtherIntron,OtherIntron,.
Prkar2b_8620,chr12,32013225,32013624,"Intron(XM_030246614.1/Prkar2b,intron2of10)",OtherIntron,OtherIntron,.
Prkar2b_8621,chr12,32015429,32015828,"Intron(XM_030246614.1/Prkar2b,intron2of10)",OtherIntron,OtherIntron,.
Prkar2b_8622,chr12,32061109,32061508,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm33111_8623,chr12,32087296,32087695,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm51991_8624,chr12,32111490,32111889,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
5430401H09Rik_8625,chr12,32131860,32132259,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm40374_8626,chr12,32134258,32134657,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm40374_8627,chr12,32146573,32146972,"Intron(XR_872664.1/Gm40374,intron2of2)",OtherIntron,OtherIntron,.
Gm40374_8628,chr12,32163657,32164056,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm40374_8629,chr12,32168705,32169104,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Pik3cg_8630,chr12,32194283,32194682,"Intron(NM_001146201.2/Pik3cg,intron8of10)",OtherIntron,OtherIntron,.
Pik3cg_8631,chr12,32200806,32201205,"Exon(NM_001146201.2/Pik3cg,exon3of11)",OtherExon,OtherExon,.
Pik3cg_8632,chr12,32203721,32204120,"Exon(NM_001146201.2/Pik3cg,exon2of11)",OtherExon,OtherExon,.
Pik3cg_8633,chr12,32208498,32208897,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm33308_8634,chr12,32292739,32293138,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm33308_8635,chr12,32305834,32306233,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Ccdc71l_8636,chr12,32339790,32340189,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Ccdc71l_8637,chr12,32378735,32379134,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm18245_8638,chr12,32635057,32635456,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm18245_8639,chr12,32642474,32642873,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm18726_8640,chr12,32696776,32697175,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm40376_8641,chr12,32728200,32728599,"Intron(NR_168680.1/Gm40376,intron1of2)",1stIntron,1stIntron,.
Gm40376_8642,chr12,32758130,32758529,"Intron(NR_168680.1/Gm40376,intron1of2)",1stIntron,1stIntron,.
Nampt_8643,chr12,32774612,32775011,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Nampt_8644,chr12,32795756,32796155,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Nampt_8645,chr12,32820062,32820461,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gdap10_8646,chr12,32828275,32828674,"Intron(NM_021524.2/Nampt,intron1of10)",1stIntron,1stIntron,.
Gdap10_8647,chr12,32859048,32859447,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm33484_8648,chr12,32897432,32897831,"Intron(XR_381437.2/Gm33484,intron2of2)",OtherIntron,OtherIntron,.
Gm33484_8649,chr12,32910662,32911061,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Sypl_8650,chr12,32953807,32954206,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Sypl_8651,chr12,32962175,32962574,"Intron(XM_011243842.2/Sypl,intron2of5)",OtherIntron,OtherIntron,.
Sypl_8652,chr12,32963814,32964213,"Intron(XM_011243842.2/Sypl,intron2of5)",OtherIntron,OtherIntron,.
Gm40874_8653,chr12,32983016,32983415,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm40874_8654,chr12,32994007,32994406,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm24922_8655,chr12,32999023,32999422,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm24922_8656,chr12,33009974,33010373,"Intron(XR_872668.3/Gm40874,intron2of3)",OtherIntron,OtherIntron,.
Gm24922_8657,chr12,33016879,33017278,"Intron(XR_872668.3/Gm40874,intron2of3)",OtherIntron,OtherIntron,.
Gm24922_8658,chr12,33027107,33027506,"Intron(XR_872668.3/Gm40874,intron2of3)",OtherIntron,OtherIntron,.
Cdhr3_8659,chr12,33036054,33036453,"Intron(XR_872668.3/Gm40874,intron2of3)",OtherIntron,OtherIntron,.
Cdhr3_8660,chr12,33046947,33047346,"Intron(XM_011243894.2/Cdhr3,intron5of12)",OtherIntron,OtherIntron,.
Cdhr3_8661,chr12,33061662,33062061,"Exon(XM_006515190.4/Cdhr3,exon7of20)",OtherExon,OtherExon,.
Cdhr3_8662,chr12,33109608,33110007,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Cdhr3_8663,chr12,33118709,33119108,"Intron(NR_015602.3/F730043M19Rik,intron5of5)",OtherIntron,OtherIntron,.
Atxn7l1_8664,chr12,33125511,33125910,"Intron(NR_015602.3/F730043M19Rik,intron4of5)",OtherIntron,OtherIntron,.
Atxn7l1_8665,chr12,33128197,33128596,"Intron(NR_015602.3/F730043M19Rik,intron4of5)",OtherIntron,OtherIntron,.
Atxn7l1_8666,chr12,33131714,33132113,"Intron(NR_015602.3/F730043M19Rik,intron4of5)",OtherIntron,OtherIntron,.
Atxn7l1_8667,chr12,33133952,33134351,"Intron(NR_015602.3/F730043M19Rik,intron4of5)",OtherIntron,OtherIntron,.
Atxn7l1_8668,chr12,33147355,33147754,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Atxn7l1_8669,chr12,33156261,33156660,"Intron(NM_001374023.1/Atxn7l1,intron2of11)",OtherIntron,OtherIntron,.
Atxn7l1_8670,chr12,33168430,33168829,"Intron(NM_001374023.1/Atxn7l1,intron2of11)",OtherIntron,OtherIntron,.
Atxn7l1_8671,chr12,33170090,33170489,"Intron(NM_001374023.1/Atxn7l1,intron2of11)",OtherIntron,OtherIntron,.
Atxn7l1_8672,chr12,33174131,33174530,"Intron(NM_001374023.1/Atxn7l1,intron2of11)",OtherIntron,OtherIntron,.
Atxn7l1_8673,chr12,33175986,33176385,"Intron(NM_001374023.1/Atxn7l1,intron2of11)",OtherIntron,OtherIntron,.
Atxn7l1_8674,chr12,33182687,33183086,"Intron(NM_001374023.1/Atxn7l1,intron2of11)",OtherIntron,OtherIntron,.
Gm38649_8675,chr12,33210698,33211097,"Intron(NM_001374023.1/Atxn7l1,intron2of11)",OtherIntron,OtherIntron,.
Gm38649_8676,chr12,33220475,33220874,"Intron(NM_001374023.1/Atxn7l1,intron3of11)",OtherIntron,OtherIntron,.
Gm38649_8677,chr12,33269680,33270079,"Intron(NM_001374023.1/Atxn7l1,intron3of11)",OtherIntron,OtherIntron,.
Gm38649_8678,chr12,33278691,33279090,"Intron(NM_001374023.1/Atxn7l1,intron3of11)",OtherIntron,OtherIntron,.
Atxn7l1_8679,chr12,33284451,33284850,"Intron(NM_001374023.1/Atxn7l1,intron3of11)",OtherIntron,OtherIntron,.
Atxn7l1_8680,chr12,33302691,33303090,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Atxn7l1_8681,chr12,33311074,33311473,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Atxn7l1_8682,chr12,33333861,33334260,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Atxn7l1os2_8683,chr12,33380008,33380407,"Intron(NR_131031.1/Atxn7l1os2,intron2of3)",OtherIntron,OtherIntron,.
Twistnb_8684,chr12,33429412,33429811,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Twist1_8685,chr12,33958143,33958542,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm40384_8686,chr12,34075616,34076015,"Intron(XM_017315252.2/Hdac9,intron25of25)",OtherIntron,OtherIntron,.
Gm40384_8687,chr12,34142777,34143176,"Intron(XM_017315252.2/Hdac9,intron22of25)",OtherIntron,OtherIntron,.
Gm51984_8688,chr12,34195417,34195816,"Intron(XM_017315252.2/Hdac9,intron21of25)",OtherIntron,OtherIntron,.
Gm18025_8689,chr12,34347539,34347938,"Intron(XM_017315252.2/Hdac9,intron12of25)",OtherIntron,OtherIntron,.
Gm18025_8690,chr12,34383290,34383689,"Intron(XM_017315252.2/Hdac9,intron11of25)",OtherIntron,OtherIntron,.
Hdac9_8691,chr12,34432623,34433022,"Intron(XM_017315252.2/Hdac9,intron4of25)",OtherIntron,OtherIntron,.
Hdac9_8692,chr12,34451244,34451643,"Intron(XM_017315252.2/Hdac9,intron2of25)",OtherIntron,OtherIntron,.
Hdac9_8693,chr12,34472548,34472947,"Intron(XM_017315252.2/Hdac9,intron2of25)",OtherIntron,OtherIntron,.
Hdac9_8694,chr12,34486039,34486438,"Intron(XM_017315252.2/Hdac9,intron2of25)",OtherIntron,OtherIntron,.
Hdac9_8695,chr12,34491836,34492235,"Intron(XM_017315252.2/Hdac9,intron2of25)",OtherIntron,OtherIntron,.
Hdac9_8696,chr12,34495885,34496284,"Intron(XM_017315252.2/Hdac9,intron2of25)",OtherIntron,OtherIntron,.
Hdac9_8697,chr12,34499194,34499593,"Intron(XM_017315252.2/Hdac9,intron2of25)",OtherIntron,OtherIntron,.
Hdac9_8698,chr12,34504237,34504636,"Intron(XM_017315252.2/Hdac9,intron2of25)",OtherIntron,OtherIntron,.
Hdac9_8699,chr12,34518034,34518433,"Intron(XM_017315252.2/Hdac9,intron2of25)",OtherIntron,OtherIntron,.
Hdac9_8700,chr12,34528776,34529175,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Hdac9_8701,chr12,34550269,34550668,"Intron(XM_011243921.1/Hdac9,intron1of24)",1stIntron,1stIntron,.
Hdac9_8702,chr12,34562401,34562800,"Intron(XM_011243921.1/Hdac9,intron1of24)",1stIntron,1stIntron,.
Hdac9_8703,chr12,34642832,34643231,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Hdac9_8704,chr12,34664808,34665207,"Intron(XM_006515261.3/Hdac9,intron1of25)",1stIntron,1stIntron,.
